Date,Benchmark_Monthly_Investment,Benchmark_Portfolio_Value,Strategy_Monthly_Cashflow,Strategy_Portfolio_Value,Risk_Level
1962-02-01,-200.0,53923.44909010403,0.0,42104.9764902041,0.8830831570523471
1962-03-01,-200.0,54176.93453675266,0.0,42146.73946181865,0.8832115648926742
1962-04-01,-200.0,52476.96946509017,0.0,40668.66888535235,0.8382294023059151
1962-05-01,-200.0,48774.385829511724,-50.0,37694.23963018516,0.7482281788051761
1962-06-01,-200.0,43275.924182643794,-100.0,33390.30557366462,0.6192002422028869
1962-07-01,-200.0,44372.16461284674,-100.0,34181.815746980596,0.6386445969476967
1962-08-01,-200.0,45778.712021617954,-100.0,35211.271895366786,0.6650596704809487
1962-09-01,-200.0,45422.82130831873,-100.0,34883.70156440498,0.6502649743227423
1962-10-01,-200.0,44189.72511697718,-100.0,33883.11603466624,0.6155794589057749
1962-11-01,-200.0,47434.22360148722,-100.0,36317.52963748785,0.6777729009871263
1962-12-01,-200.0,49688.254658328064,-50.0,37940.177572233406,0.7176658621050592
1963-01-01,-200.0,51808.07097762547,-50.0,39456.08078338609,0.7527432177994449
1963-02-01,-200.0,52693.13262539145,-50.0,40027.81122433471,0.7610715401317025
1963-03-01,-200.0,52520.802065785385,-50.0,39794.97403834094,0.7473521611540159
1963-04-01,-200.0,55192.15385347483,-50.0,41717.515514526385,0.7915051679134053
1963-05-01,-200.0,56499.88585838465,0.0,42554.80530798953,0.8068720553059378
1963-06-01,-200.0,56491.68835396381,-50.0,42447.99429622138,0.7950294353697356
1963-07-01,-200.0,55672.44482295687,-50.0,41732.132187099145,0.7688460381997995
1963-08-01,-200.0,57411.464875116166,-50.0,42935.78348550276,0.792358213926074
1963-09-01,-200.0,59124.02974043388,0.0,44066.97144084107,0.8143232646310411
1963-10-01,-200.0,59278.06247654566,0.0,44032.710614678355,0.8067228698453971
1963-11-01,-200.0,59145.03965364372,-50.0,43835.33583594421,0.7940641387852583
1963-12-01,-200.0,60411.81843841011,0.0,44625.978746435765,0.8071596240556325
1964-01-01,-200.0,62469.14226419172,0.0,45997.976738171106,0.8337218344875488
1964-02-01,-200.0,63437.354334451054,0.0,46563.63523222132,0.8392696939187538
1964-03-01,-200.0,64792.920848889706,0.0,47411.832295756,0.8517274493285395
1964-04-01,-200.0,65930.4057864978,0.0,48097.831291623675,0.8583285923894716
1964-05-01,-200.0,66773.50097674248,0.0,48566.98484218741,0.8597514900809966
1964-06-01,-200.0,66362.04398859045,0.0,48122.24820503592,0.8402863024712379
1964-07-01,-200.0,68806.02003387005,0.0,49749.461077437285,0.8683884469063339
1964-08-01,-200.0,68215.64530184207,0.0,49177.98903257463,0.8460090020842832
1964-09-01,-200.0,69365.59364406794,0.0,49862.82531827982,0.852601434279489
1964-10-01,-200.0,70763.33695975949,0.0,50723.81219360187,0.8629268475604416
1964-11-01,-200.0,71226.92229989223,0.0,50912.7525950061,0.8583646846538869
1964-12-01,-200.0,70193.12261585852,0.0,50030.836936759275,0.8300548945497325
1965-01-01,-200.0,72198.9485430888,0.0,51317.957086633025,0.8495807253396129
1965-02-01,-200.0,72926.49741771969,0.0,51692.931114035266,0.8486982556096667
1965-03-01,-200.0,72960.82620965857,0.0,51575.497387624026,0.8375771938618939
1965-04-01,-200.0,73883.72361529329,0.0,52086.508504037316,0.8401174178011747
1965-05-01,-200.0,75183.79490613319,0.0,52862.03618241653,0.8469993235832786
1965-06-01,-200.0,71359.56138538459,-50.0,50082.581002003004,0.7809833895618524
1965-07-01,-200.0,71450.94082646792,-50.0,50056.34737843787,0.7720450917424284
1965-08-01,-200.0,72980.49656748713,-50.0,51037.793532423304,0.7837731758710625
1965-09-01,-200.0,75619.2941507146,0.0,52743.32930395693,0.8096444473631077
1965-10-01,-200.0,77275.58523921767,0.0,53759.070607892514,0.8219025424873637
1965-11-01,-200.0,78118.45186045783,0.0,54206.299987983555,0.8224831110934941
1965-12-01,-200.0,77717.63118707645,0.0,53789.39124383089,0.8061019056721653
1966-01-01,-200.0,79264.75139724821,0.0,54721.75079893594,0.8160560177476094
1966-02-01,-200.0,78437.70833081042,-50.0,54062.71438930008,0.7948077294847099
1966-03-01,-200.0,75178.66568322254,-50.0,51728.59023911126,0.7437091031334171
1966-04-01,-200.0,77199.82549541845,-50.0,53031.68549996587,0.7601073491973861
1966-05-01,-200.0,73337.75202406336,-50.0,50291.28278301359,0.7033982790090869
1966-06-01,-200.0,72704.67886326861,-100.0,49820.00377933317,0.6879628894771566
1966-07-01,-200.0,72495.55242118154,-100.0,49639.654822296514,0.6773421300866135
1966-08-01,-200.0,67896.04576596824,-100.0,46453.303512109196,0.6142671426774388
1966-09-01,-200.0,65705.55816432393,-150.0,44967.77312372866,0.5816384441643742
1966-10-01,-200.0,64935.046220663855,-150.0,44453.571157934064,0.5666577522310666
1966-11-01,-200.0,68384.70000829315,-100.0,46778.23602374667,0.6012493942921694
1966-12-01,-200.0,68871.35546720374,-100.0,47074.32135734891,0.6011469745141443
1967-01-01,-200.0,71713.65286941775,-100.0,48980.360402024635,0.6278160261922235
1967-02-01,-200.0,74385.12158552221,-100.0,50768.371311991104,0.652319058895783
1967-03-01,-200.0,76108.44113799372,-100.0,51908.04767492847,0.666119330039561
1967-04-01,-200.0,77385.21538138346,-100.0,52742.437289605616,0.6754191794443557
1967-05-01,-200.0,78734.34382717105,-100.0,53625.63385617141,0.6851101762654944
1967-06-01,-200.0,77714.313293919,-100.0,52894.6761382391,0.6675785751790569
1967-07-01,-200.0,79020.66135630039,-100.0,53747.689579077305,0.6763930071553608
1967-08-01,-200.0,80238.42227456075,-100.0,54539.94268050004,0.6844551196147161
1967-09-01,-200.0,81317.289275373,-100.0,55237.32925029156,0.6907598082242777
1967-10-01,-200.0,81149.00283529481,-100.0,55087.15908930493,0.6827921611856211
1967-11-01,-200.0,78571.53770856382,-100.0,53301.70568931958,0.6482689406079839
1967-12-01,-200.0,80771.898974282,-100.0,54758.719572045266,0.666781964835189
1968-01-01,-200.0,80279.19876617572,-100.0,54389.10852012153,0.6552317401775987
1968-02-01,-200.0,76631.46074989517,-100.0,51882.26834556994,0.6092973987809284
1968-03-01,-200.0,75210.49571323363,-150.0,50934.81643498534,0.58808631586029
1968-04-01,-200.0,80730.02839062994,-100.0,54637.36442876771,0.6411748138642314
1968-05-01,-200.0,82547.55175599387,-100.0,55832.08984070245,0.6531785852211942
1968-06-01,-200.0,84477.28242351455,-100.0,57102.01524702707,0.6657011701706225
1968-07-01,-200.0,84026.06802898206,-100.0,56761.829989891856,0.6532469912738051
1968-08-01,-200.0,82156.22625223122,-100.0,55463.59715817846,0.6268973559978226
1968-09-01,-200.0,84785.79382836197,-100.0,57203.79612371247,0.6464985917082748
1968-10-01,-200.0,86586.06310458502,-100.0,58383.47555214854,0.6571276967407456
1968-11-01,-200.0,87872.56686867161,-100.0,59216.0861325747,0.6631157547329108
1968-12-01,-200.0,88739.79925202804,-100.0,59765.72464538073,0.6642394186710894
1969-01-01,-200.0,84951.41052600402,-100.0,57179.56866590521,0.6192823189571324
1969-02-01,-200.0,84262.28926727921,-100.0,56681.11397573842,0.6063906801173362
1969-03-01,-200.0,81951.21375524986,-150.0,55141.97689512161,0.5774602688164574
1969-04-01,-200.0,83340.88374473972,-150.0,56092.46235552234,0.5854730475448304
1969-05-01,-200.0,86019.33277726336,-100.0,57860.578924608846,0.6055089131127988
1969-06-01,-200.0,81283.64384241702,-150.0,54690.60642608371,0.5546158305907594
1969-07-01,-200.0,77430.01796767829,-150.0,52113.17878093875,0.5131401741191448
1969-08-01,-200.0,76780.50328175625,-150.0,51691.42493318725,0.5026535236245778
1969-09-01,-200.0,77041.81298806953,-150.0,51882.70085540854,0.5009359928387311
1969-10-01,-200.0,77647.51023691731,-150.0,52305.9118324541,0.5023372674420553
1969-11-01,-200.0,77991.62498679534,-150.0,52552.992258830636,0.5013908291165918
1969-12-01,-200.0,73665.0537335397,-644.4167611245357,50147.27557201553,0.45696082098889523
1970-01-01,-200.0,73025.3296911614,-605.7517554570622,50181.38757669049,0.4470606383421547
1970-02-01,-200.0,70307.37495590695,-569.4066501296402,48745.64042442977,0.41812764715906814
1970-03-01,-200.0,71334.5543727865,-535.242251121861,49854.3842526904,0.4241929782648362
1970-04-01,-200.0,68823.04352072654,-670.8369547393995,48630.197048205395,0.39765258391784336
1970-05-01,-200.0,60945.77818105978,-617.1699983602484,43539.990781516564,0.32219683535162374
1970-06-01,-200.0,60457.15810544422,-567.7963984914277,43615.83330495539,0.31495906656371875
1970-07-01,-200.0,60450.468625379704,-522.3726866121142,43989.0932282342,0.31209488598377716
1970-08-01,-200.0,62406.832700112915,-6257.28589603931,51524.464551616635,0.3267773834579852
1970-09-01,-200.0,66001.92692594934,-250.0,54577.52960907773,0.35625210419567827
1970-10-01,-200.0,67290.36600587705,-250.0,55727.56872731559,0.36497720129895883
1970-11-01,-200.0,67078.65088260983,-250.0,55636.60041060373,0.36057089955115007
1970-12-01,-200.0,71511.59739521319,-250.0,59397.50515574115,0.3972396803540617
1971-01-01,-200.0,74443.30345268337,-200.0,61866.45915121455,0.4207012908508843
1971-02-01,-200.0,77331.8283960032,-200.0,64300.77051125029,0.44327883504727417
1971-03-01,-200.0,79316.24091237421,-200.0,65984.49464001413,0.4577096099498753
1971-04-01,-200.0,82019.33915942679,-200.0,68266.8635340284,0.47811729156748045
1971-05-01,-200.0,80702.62591321995,-200.0,67204.4630165383,0.4634883790824997
1971-06-01,-200.0,78824.6013622693,-200.0,65674.00477553892,0.44414921317938966
1971-07-01,-200.0,78262.92859613952,-200.0,65239.404663191905,0.43627636001346687
1971-08-01,-200.0,76883.36338902876,-200.0,64122.69066351058,0.42126132555237167
1971-09-01,-200.0,78791.12043409135,-200.0,65747.00369954258,0.43450958208467283
1971-10-01,-200.0,77130.35878506773,-200.0,64394.2969687802,0.41714430185922
1971-11-01,-200.0,73754.28906907586,-250.0,61658.72165317278,0.3854047395744922
1971-12-01,-200.0,78650.28550177364,-200.0,65784.58332959437,0.4236769451220878
1972-01-01,-200.0,82126.19159273186,-200.0,68724.61301728962,0.4499154028272026
1972-02-01,-200.0,83431.72469013833,-200.0,69849.74217308733,0.45760192534474453
1972-03-01,-200.0,85407.69584914521,-200.0,71536.6001761334,0.4714082713985605
1972-04-01,-200.0,86271.91176873552,-200.0,72292.94054099094,0.4756388351417981
1972-05-01,-200.0,85394.55472836307,-200.0,71590.15182489241,0.46497654461706356
1972-06-01,-200.0,85627.55984650337,-200.0,71817.8215214694,0.46395111459576377
1972-07-01,-200.0,84787.5322560658,-200.0,71145.52624642779,0.45387871169320043
1972-08-01,-200.0,87783.3861063086,-200.0,73691.53736611565,0.47562217074530655
1972-09-01,-200.0,86512.67839047844,-200.0,72656.9220544611,0.46199951718351484
1972-10-01,-200.0,86460.74620869585,-200.0,72645.3389982509,0.4585281022426796
1972-11-01,-200.0,90785.52692029343,-200.0,76311.02841485826,0.4916373793806012
1972-12-01,-200.0,92660.8337767125,-150.0,77869.23072926512,0.5042928171475601
1973-01-01,-200.0,93351.30790675269,-150.0,78431.40965796837,0.5067586296639134
1973-02-01,-200.0,89610.6881339487,-200.0,75320.60051519981,0.4728790316064648
1973-03-01,-200.0,87583.34185478557,-200.0,73648.44594529974,0.4529331226836576
1973-04-01,-200.0,85555.11782301654,-200.0,71974.74218288965,0.43311860065963637
1973-05-01,-200.0,82782.47853645732,-200.0,69673.95728892894,0.4063746852665099
1973-06-01,-200.0,80580.37465432327,-250.0,67902.22411246128,0.3850041018631088
1973-07-01,-200.0,81364.86026690838,-250.0,68644.7494106684,0.38824798590683085
1973-08-01,-200.0,78610.72863498033,-250.0,66402.44960293059,0.3620518146281218
1973-09-01,-200.0,79997.31776196514,-250.0,67654.76094226263,0.37048376857609244
1973-10-01,-200.0,82649.25257572027,-250.0,69978.39376285557,0.3888901756266405
1973-11-01,-200.0,76475.93090678583,-250.0,64832.15847424931,0.33404680601961967
1973-12-01,-200.0,70801.36210004079,-400.0,60252.01673120866,0.2830187246119532
1974-01-01,-200.0,71379.0729652688,-400.0,60973.448984717026,0.28431155163299304
1974-02-01,-200.0,68720.96644585046,-400.0,58931.99654193403,0.2585463099990918
1974-03-01,-200.0,70956.02570553157,-400.0,61077.17143479091,0.27349456266990807
1974-04-01,-200.0,67248.55178608168,-400.0,58113.71565944002,0.23877668773498875
1974-05-01,-200.0,64614.551681592005,-400.0,56064.677399478234,0.21320176882685998
1974-06-01,-200.0,64373.23883814346,-400.0,56081.75959603803,0.20704770918607665
1974-07-01,-200.0,56599.35841211562,-500.0,49634.94049587694,0.13799073020154487
1974-08-01,-200.0,53807.50638300783,-500.0,47511.22882133884,0.1119123783463276
1974-09-01,-200.0,47837.71766451368,-600.0,42663.39703561868,0.061137343286439653
1974-10-01,-200.0,48487.7275512609,-600.0,43664.73203665057,0.06544545780732917
1974-11-01,-200.0,49903.8816087618,-600.0,45359.917225107216,0.0762296219794413
1974-12-01,-200.0,46495.62977564198,-600.0,42680.21233640132,0.049082935861721445
1975-01-01,-200.0,50309.34388117497,-600.0,46597.386145884724,0.07884946120660945
1975-02-01,-200.0,55313.350246981056,-500.0,51546.940093625984,0.11686130376126563
1975-03-01,-200.0,57835.07801599682,-500.0,54210.576208393686,0.13496724189534323
1975-04-01,-200.0,58462.81187386493,-500.0,55111.50415202776,0.138559044654555
1975-05-01,-200.0,62024.514876218345,-500.0,58780.50172559309,0.16478485589518618
1975-06-01,-200.0,63334.2018265157,-500.0,60332.149704251155,0.17333858493860696
1975-07-01,-200.0,62893.1627439981,-500.0,60221.49598513322,0.16835084859930463
1975-08-01,-200.0,58376.060290153924,-500.0,56204.773433877075,0.13329710207726497
1975-09-01,-200.0,57550.29580438031,-500.0,55717.162070025784,0.12664561111905906
1975-10-01,-200.0,60072.40707040233,-500.0,58465.3077649387,0.1451590076083948
1975-11-01,-200.0,60847.59690415457,-500.0,59525.10971551106,0.15043728800658487
1975-12-01,-200.0,59906.27369154184,-500.0,58908.59250023557,0.14270391881861758
1976-01-01,-200.0,65500.299743752286,-500.0,64712.786252653576,0.1836292150016595
1976-02-01,-200.0,67985.85012251906,-400.0,67370.85734102158,0.2010722454834663
1976-03-01,-200.0,68400.45787751938,-400.0,67983.52377705714,0.20285743665930323
1976-04-01,-200.0,68896.11323333009,-400.0,68677.37696949574,0.20551680986300225
1976-05-01,-200.0,68138.95920187268,-500.0,68223.26177850306,0.19870369536066365
1976-06-01,-200.0,68380.59366307389,-500.0,68764.94775050507,0.19915802435423643
1976-07-01,-200.0,69824.94007926808,-400.0,70416.28839716181,0.20865207808475522
1976-08-01,-200.0,69060.58322421761,-400.0,69843.76439147095,0.20192450146962787
1976-09-01,-200.0,70485.72970610259,-400.0,71482.80464034923,0.2111218308972849
1976-10-01,-200.0,67927.62384878728,-500.0,69185.6832514108,0.19159365477883564
1976-11-01,-200.0,67544.68361356173,-500.0,69091.94662139709,0.18747983144302885
1976-12-01,-200.0,69841.26943084679,-400.0,71636.55945582529,0.2026471319652496
1977-01-01,-200.0,69085.87009758166,-500.0,71156.60130644958,0.1960723167599113
1977-02-01,-200.0,66740.07575150025,-500.0,69034.50111379861,0.17808024520436028
1977-03-01,-200.0,66228.13927659266,-500.0,68798.08931299456,0.17384734419179304
1977-04-01,-200.0,64863.99402310257,-500.0,67673.2481801539,0.16332990462200433
1977-05-01,-200.0,64552.876611445514,-500.0,67639.9943161389,0.16009755923069954
1977-06-01,-200.0,64671.53384923394,-500.0,68054.76149209657,0.15991438110057324
